zipcode,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
624391.6152501821,20140505,410000.0,3,2.25,1800,36704,1.0,0,0,4,8,1360,440,1978,0,47.4688,-122.013,2730,36404
612776.4453587679,20141028,520000.0,3,2.5,2160,4297,2.0,0,0,3,9,2160,0,1999,0,47.5476,-122.012,2160,3968
386953.59781931347,20141008,389000.0,3,1.0,1380,6591,1.0,0,0,4,7,1380,0,1947,0,47.7164,-122.351,1610,6594
815887.6697534324,20141118,450000.0,2,1.0,1180,6000,1.0,0,0,3,7,1180,0,1910,0,47.6531,-122.373,1600,6000
299579.4543348122,20141205,325000.0,3,2.5,2550,4240,2.0,0,0,3,7,2550,0,2006,0,47.3986,-122.169,2550,4240
583726.3313437372,20150313,660000.0,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1924,0,47.6631,-122.337,1400,4000
565189.0435677577,20140620,850000.0,3,2.25,2870,8170,2.0,0,0,3,10,2250,620,1995,0,47.5363,-122.385,1310,8170
555535.0546690192,20141211,395000.0,2,1.0,870,3121,1.0,0,0,4,7,870,0,1923,0,47.6659,-122.369,1570,1777
583726.3313437372,20140717,440000.0,3,2.0,1550,2401,2.0,0,0,3,7,1550,0,1996,0,47.6545,-122.348,1550,3446
840383.8001748906,20150227,635000.0,3,1.75,1210,4400,1.5,0,0,4,8,1210,0,1930,0,47.6621,-122.288,2020,3750
278308.9765726288,20140811,515000.0,3,2.5,3430,48993,2.0,0,0,3,9,3430,0,2001,0,47.2609,-122.27,2460,36256
477429.2815794605,20150304,200000.0,2,1.0,950,8100,1.0,0,0,3,6,950,0,1955,0,47.4572,-122.351,1620,7630
423946.9998844535,20141117,445000.0,4,1.0,1460,4600,1.0,0,2,3,6,780,680,1946,0,47.566,-122.38,1560,4600
572644.8838247377,20140707,555000.0,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,47.6782,-122.361,1660,3750
629434.970200788,20140924,537000.0,4,2.0,1720,6413,1.0,0,0,4,7,860,860,1950,0,47.5734,-122.395,1280,6413
300463.9615421509,20150127,315000.0,3,1.75,1480,7500,1.0,0,0,4,7,1480,0,1968,0,47.4629,-122.187,1480,7500
289248.5383911037,20140826,414000.0,4,2.5,3490,9030,1.5,0,0,4,8,3490,0,1969,0,47.3198,-122.386,2540,8400
566399.2522612505,20140815,375000.0,2,1.5,1160,1648,2.0,0,0,3,7,1160,0,2002,0,47.5916,-122.293,1458,2351
466264.93989348644,20150304,401000.0,4,1.75,3010,12523,1.0,0,0,3,8,1780,1230,1952,0,47.707,-122.316,2040,7560
305226.1515477301,20150128,210000.0,3,1.0,1030,4583,1.0,0,0,3,7,1030,0,1967,0,47.4231,-122.329,1730,8023
617048.9293987498,20140722,365000.0,2,1.0,980,5110,1.0,0,0,4,7,780,200,1939,0,47.7002,-122.314,1430,5110
1095645.1058106227,20140520,710000.0,2,1.0,1790,4000,1.0,0,0,4,7,1040,750,1923,0,47.6405,-122.301,1310,4000
354212.9413220829,20140509,255000.0,2,1.0,810,7980,1.0,0,0,1,6,810,0,1928,0,47.489,-122.337,1440,7980
697752.1680499781,20141204,528000.0,5,2.25,2940,38009,1.0,0,0,3,8,1700,1240,1977,0,47.7653,-122.077,2620,38300
619726.9661858212,20140804,442000.0,4,1.5,1360,6110,1.0,0,0,3,7,1010,350,1955,0,47.5755,-122.396,1520,6110
437207.67959524266,20150414,375000.0,3,1.75,1370,19550,1.0,0,0,3,7,1370,0,1978,2006,47.7002,-121.912,1430,17550
671650.574529007,20150331,700000.0,4,2.5,2770,89298,2.0,0,0,3,8,2770,0,2004,0,47.6624,-122.01,2650,89298
359302.3884990561,20140820,525000.0,4,2.75,2470,7200,1.0,0,0,5,7,1350,1120,1940,0,47.5631,-122.317,1500,6000
708174.2469559382,20141029,650000.0,3,1.75,1660,10819,1.0,0,0,4,7,1240,420,1942,0,47.7045,-122.379,3110,11853
539336.9822729103,20140917,632500.0,5,3.25,3500,7254,2.0,0,0,3,8,2760,740,2005,0,47.5444,-121.881,2820,6317
362073.8055065062,20140724,269000.0,3,2.5,1440,3800,2.0,0,0,3,7,1440,0,2005,0,47.3606,-122.039,1890,3819
513532.94994591316,20141125,405000.0,4,2.75,2360,7716,1.0,0,0,3,7,1390,970,1978,0,47.7301,-122.223,2160,8794
669797.4083356387,20140724,845000.0,3,3.5,3460,15745,2.0,0,0,3,10,3460,0,1986,0,47.7262,-122.06,3350,14825
244835.86048915234,20140725,234000.0,3,1.0,1750,8820,1.0,0,0,4,7,1750,0,1961,0,47.3608,-122.29,1400,9600
577477.2145403444,20150422,638000.0,4,1.75,1470,4236,1.5,0,0,4,7,1470,0,1946,0,47.6692,-122.399,1480,5400
312252.3687995775,20150218,270000.0,4,2.5,2350,5835,2.0,0,0,3,8,2350,0,2003,0,47.3494,-122.153,3010,5772
570066.2802816714,20141118,875000.0,4,2.25,2380,4876,2.0,0,0,4,9,2240,140,1948,0,47.6822,-122.4,1780,4559
624391.6152501821,20150303,551000.0,3,1.0,1580,6000,1.0,0,0,5,7,1580,0,1947,0,47.5286,-122.032,1580,6000
445647.8213606365,20140916,350000.0,3,2.75,3070,5280,2.0,0,1,3,7,2360,710,1950,1986,47.4486,-122.353,2570,18983
1255565.8644629337,20140604,1901000.0,3,2.5,2660,13367,2.0,0,2,3,10,2660,0,1992,0,47.6501,-122.217,2660,13367
622821.7212660755,20141010,965000.0,4,3.25,5010,49222,2.0,0,0,5,9,3710,1300,1978,0,47.5489,-122.092,3140,54014
492643.72484206257,20141216,475000.0,4,2.25,2680,4673,2.0,0,0,3,7,2680,0,1999,0,47.7539,-122.219,2460,4645
451433.963457293,20150317,580000.0,6,2.5,3596,13700,1.0,0,0,5,8,1798,1798,1964,0,47.4388,-122.339,1894,10500
565208.5808998892,20141020,374950.0,2,2.25,1240,1172,2.0,0,0,3,8,1000,240,2008,0,47.5877,-122.316,1260,1111
415325.84970384446,20141216,739000.0,5,4.0,4660,9900,2.0,0,2,4,9,2600,2060,1979,0,47.5135,-122.2,3380,9900
306669.92319712136,20141217,271000.0,4,1.75,1710,7200,1.0,0,0,5,7,910,800,1975,0,47.3967,-122.174,1730,7200
242178.31651392026,20140613,230000.0,2,1.0,930,7550,1.0,0,0,3,6,930,0,1986,0,47.4866,-122.303,1370,10176
288380.5648874704,20150427,210000.0,3,2.25,1430,9150,1.0,0,0,3,7,1070,360,1984,0,47.3239,-122.35,1430,6364
461274.86126925366,20150224,350000.0,3,2.75,1650,5700,2.0,0,0,4,7,1650,0,1988,0,47.4563,-122.348,1320,7620
432154.0058062266,20140909,325000.0,3,2.5,1870,9825,1.0,0,0,4,7,1250,620,1994,0,47.4639,-121.744,1380,11475
367708.9322852687,20141006,190000.0,3,2.0,1320,7625,1.0,0,0,3,7,1320,0,1987,0,47.3635,-122.045,1420,7500
644002.7676625482,20150330,464000.0,5,2.0,2000,3000,1.5,0,0,3,6,1200,800,1931,0,47.6028,-122.298,1330,4000
779326.9037185308,20150129,625000.0,3,1.0,1020,7650,1.0,0,0,3,6,1020,0,1919,0,47.6795,-122.202,1870,5500
242074.57651249997,20150205,240000.0,3,1.75,1630,9450,1.0,0,0,4,7,1080,550,1977,0,47.3729,-122.295,1280,9100
885231.261003273,20141020,1000000.0,5,4.5,2120,8944,2.0,1,4,5,8,2120,0,1939,1963,47.5488,-122.197,2870,8944
652267.6489389732,20140925,439000.0,1,1.0,790,2400,1.0,0,0,3,7,790,0,1918,0,47.6178,-122.299,1580,2566
413820.72541071346,20141021,418000.0,3,1.75,1530,7238,1.0,0,0,3,7,1530,0,1959,0,47.7629,-122.315,1580,7238
861740.6319642722,20140603,1100000.0,4,3.75,2930,3200,1.5,0,0,5,9,2130,800,1925,0,47.643,-122.359,1900,4320
1048529.0666557761,20150415,1900000.0,3,3.75,3150,8550,2.0,0,0,3,10,3150,0,2007,0,47.6387,-122.284,2510,8550
585525.1767721627,20141126,580000.0,3,2.5,2180,40278,2.0,0,0,3,9,2180,0,1985,0,47.733,-122.09,2630,40000
417022.74580765056,20150311,380000.0,2,1.0,1040,7372,1.0,0,0,5,7,840,200,1939,0,47.5285,-122.378,1930,5150
466264.93989348644,20140515,349950.0,3,1.0,1400,7066,1.0,0,0,3,8,1400,0,1957,0,47.7127,-122.325,1400,7320
838055.5307890677,20141031,556000.0,3,1.75,1590,2500,1.5,0,0,4,7,1190,400,1908,0,47.6668,-122.299,1420,3800
351665.359991138,20141205,425000.0,4,2.0,1390,4500,1.5,0,0,5,7,1390,0,1908,0,47.5552,-122.311,1900,5460
430289.78019395913,20140822,935000.0,3,3.25,3710,38509,2.0,0,0,3,10,3710,0,1998,0,47.693,-121.868,1680,25865
417022.74580765056,20150204,507250.0,3,1.75,1400,5750,1.0,0,2,3,6,1100,300,1915,0,47.5659,-122.38,1500,5175
658494.8718418806,20141202,800000.0,4,2.5,4600,67369,2.0,0,0,3,10,4600,0,1990,0,47.6417,-121.992,4600,67369
650739.6422435369,20140903,600000.0,3,2.25,2100,8276,2.0,0,1,4,8,2100,0,1979,0,47.6068,-122.112,2420,18135
685986.6433110996,20150317,627800.0,4,1.75,2010,12044,1.0,0,0,3,9,2010,0,1982,0,47.6446,-122.068,2200,11144
293289.6194161715,20141009,153503.0,2,2.5,1240,3649,2.0,0,0,3,7,1240,0,1986,0,47.3241,-122.322,1400,3721
511750.94298781455,20150120,456500.0,3,2.25,2090,9163,1.0,0,0,3,7,1460,630,1975,0,47.7334,-122.167,1960,7713
655751.6272844722,20141207,843500.0,3,2.5,3560,11448,2.0,0,0,3,11,3560,0,1997,0,47.7126,-122.104,3290,11506
583812.6335823443,20140818,625000.0,3,1.0,1240,4080,1.0,0,0,3,7,1240,0,1925,0,47.667,-122.333,2060,4080
834655.643791903,20140611,527000.0,2,1.75,1640,4080,1.0,0,0,3,7,840,800,1921,0,47.6645,-122.326,1980,4080
1255565.8644629337,20150226,1965000.0,5,3.75,3940,13738,1.5,0,3,4,9,3940,0,1951,0,47.6203,-122.212,2370,13320
562221.8965948637,20150225,855000.0,4,3.0,2550,5300,2.0,0,0,3,8,1720,830,1908,2013,47.6786,-122.367,1590,4505
499339.7011693177,20140620,725000.0,4,3.25,3940,27591,2.0,0,3,3,9,3440,500,2000,0,47.5157,-122.116,3420,29170
414735.55882595433,20141015,315000.0,1,1.0,580,7200,1.0,0,0,3,6,580,0,2000,0,47.5249,-122.373,1360,7560
280865.3936451881,20140603,193000.0,3,1.5,1180,9048,1.0,0,0,3,7,1180,0,1960,0,47.4327,-122.328,1460,8942
290868.7969629659,20140819,295000.0,4,2.5,1850,6663,2.0,0,0,3,7,1850,0,1990,0,47.3618,-122.195,1850,6417
561031.7278653833,20140731,363000.0,2,1.0,820,4880,1.0,0,0,4,6,820,0,1925,0,47.5483,-122.394,1320,4880
669797.4083356387,20150129,875000.0,4,2.5,3600,21794,2.0,0,0,4,11,3600,0,1990,0,47.7121,-122.072,3410,19864
238995.10094385117,20140514,257200.0,3,2.0,1850,8250,1.0,0,0,4,7,1150,700,1952,0,47.3066,-122.209,1580,7153
654334.6198933957,20140929,555000.0,3,2.0,2240,11250,1.0,0,0,3,8,2240,0,1968,0,47.6371,-122.119,2200,12500
620587.6068019925,20140606,545000.0,4,2.5,2040,6034,2.0,0,0,3,7,2040,0,1990,0,47.6952,-122.323,1380,5986
620587.6068019925,20150313,921500.0,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,47.6779,-122.294,2090,5000
1048529.0666557761,20150512,885000.0,3,1.5,2200,2880,2.0,0,0,5,7,1440,760,1904,0,47.6308,-122.312,2440,4640
815887.6697534324,20140529,820000.0,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,47.6503,-122.368,1720,5336
622458.057274902,20150213,334000.0,1,1.0,670,5750,1.0,0,0,3,7,670,0,1942,2011,47.5624,-122.394,1170,5750
444561.46304149524,20141028,206000.0,3,1.0,1050,5233,1.0,0,0,5,5,1050,0,1906,0,47.3106,-121.999,970,7500
625353.5680618046,20140630,491950.0,3,2.25,2090,10733,1.0,0,0,3,7,1440,650,1958,0,47.6971,-122.281,1740,8100
608952.06642221,20141113,430000.0,3,2.5,2030,7770,2.0,0,0,3,8,2030,0,2003,0,47.5253,-121.93,1360,10782
310337.38058627525,20140718,208000.0,3,2.0,1250,7995,1.0,0,0,4,7,1250,0,1980,0,47.3684,-122.092,1540,7650
289248.5383911037,20140708,245000.0,4,2.25,2600,6390,1.0,0,0,3,8,1390,1210,1978,0,47.3174,-122.366,2110,6700
556994.1811555732,20150318,426000.0,2,1.0,640,2500,1.0,0,0,4,6,640,0,1918,0,47.6776,-122.361,1460,4200
627594.016179868,20150414,553000.0,3,1.0,1330,5100,1.0,0,0,3,7,900,430,1942,0,47.6837,-122.291,1500,5100
572644.8838247377,20150331,296000.0,2,1.0,750,4680,1.0,0,0,3,5,750,0,1948,0,47.6919,-122.371,1450,4400
310337.38058627525,20150217,428000.0,3,2.5,2230,32660,1.0,0,0,4,8,2230,0,1977,0,47.3321,-122.105,2400,33120
287964.3794417512,20140603,590000.0,4,4.25,2360,57514,2.0,0,0,4,8,2360,0,1939,1987,47.2843,-122.294,2037,35733
636799.7493972138,20150325,921000.0,4,2.5,2310,5362,2.0,0,4,4,8,2010,300,1928,0,47.6044,-122.284,2530,5960
434823.3949985198,20150304,496000.0,3,1.5,2520,37616,1.0,0,0,3,8,2520,0,1955,0,47.4777,-121.763,1470,33750
308158.29216593615,20141212,95000.0,2,1.0,800,8550,1.0,0,0,3,7,800,0,1947,0,47.4075,-122.294,1490,8550
423879.2309738099,20140925,359000.0,4,1.75,1580,6396,1.0,0,0,4,6,790,790,1945,0,47.5378,-122.369,1180,6396
629434.970200788,20141202,555000.0,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,47.559,-122.397,1800,6150
312252.3687995775,20140924,549900.0,5,3.0,3800,42316,1.5,0,0,4,9,3800,0,1984,0,47.3488,-122.095,2580,35775
413820.72541071346,20140610,569000.0,5,3.0,3670,10583,1.0,0,0,5,8,2060,1610,1952,0,47.7589,-122.277,2720,13865
349736.74595901836,20140716,318500.0,4,2.0,1780,7350,1.0,0,0,5,7,900,880,1974,0,47.4562,-122.158,1480,7350
242074.57651249997,20141015,240000.0,3,1.0,1350,7560,1.0,0,0,4,7,950,400,1959,0,47.3784,-122.303,1470,7560
293539.66965808725,20150202,253000.0,3,2.25,1440,9806,1.0,0,0,3,7,1440,0,1965,0,47.3857,-122.212,1590,9782
308158.29216593615,20140831,380000.0,5,1.75,1320,38125,1.0,0,0,4,7,1120,200,1947,0,47.3937,-122.323,2360,15070
320875.0191214165,20150406,250000.0,2,0.75,700,16828,1.0,0,0,4,6,700,0,1958,0,47.3009,-122.125,2010,29316
320982.2711356203,20141010,368500.0,2,1.75,2510,19141,2.0,0,0,3,9,2510,0,1977,0,47.3103,-122.199,2400,13030
556994.1811555732,20140916,835000.0,3,2.0,1570,4625,1.5,0,0,5,8,1570,0,1927,0,47.68,-122.399,1760,4625
287162.4981957411,20141201,299000.0,3,2.5,2450,7062,2.0,0,0,3,8,2450,0,1993,0,47.3061,-122.36,1960,7200
813564.706089774,20141107,1675000.0,6,2.25,4910,6600,2.5,0,0,5,10,3580,1330,1910,0,47.6458,-122.32,3280,5500
320982.2711356203,20140514,265000.0,3,2.0,1570,5706,1.0,0,0,3,7,1570,0,1998,0,47.3156,-122.188,1570,5706
500247.1860575023,20141111,437500.0,4,2.5,2680,7513,2.0,0,0,3,8,2680,0,1998,0,47.4956,-122.161,2640,7243
604934.0212678046,20150311,626000.0,3,2.0,2150,7200,1.0,0,0,3,8,2150,0,1988,0,47.5709,-122.018,2510,7222
556875.0665252504,20141028,247300.0,2,2.0,1140,1118,2.0,0,0,3,7,1040,100,2009,0,47.596,-122.311,1140,1118
357591.16857722943,20141001,425000.0,3,1.0,1790,6000,1.5,0,0,2,8,1790,0,1937,0,47.5448,-122.32,1060,4000
617957.069538097,20140625,905000.0,5,3.5,3100,10200,1.0,0,4,3,9,1660,1440,1970,0,47.6134,-122.112,2700,10455
556994.1811555732,20140827,641250.0,3,2.5,2220,2550,3.0,0,2,3,10,2220,0,1990,0,47.6963,-122.393,2200,5610
622821.7212660755,20150331,675000.0,4,2.5,2370,9679,2.0,0,0,3,8,2370,0,1984,0,47.5631,-122.085,2290,7944
440316.1572228371,20140613,845000.0,4,2.75,4070,115434,2.0,0,0,3,9,4070,0,2002,0,47.4843,-121.752,2970,95832
523182.4037948479,20150112,374500.0,3,1.5,1330,8636,1.0,0,0,4,7,1330,0,1968,0,47.7289,-122.203,1370,7475
814037.9556919476,20141118,850000.0,4,2.25,2330,10451,2.0,0,0,4,8,2330,0,1965,0,47.6044,-122.168,1880,8400
283528.75941816694,20150427,304000.0,3,2.5,1710,6773,2.0,0,0,3,8,1710,0,1993,0,47.2635,-122.312,2220,7551
381258.5762835626,20140703,400000.0,4,2.25,2230,7200,1.0,0,0,4,7,1300,930,1963,0,47.7648,-122.33,2010,7752
482040.4405076751,20141114,454000.0,3,2.0,1700,10000,2.0,0,0,3,8,1700,0,1992,0,47.7661,-122.205,1460,9621
417923.5563026169,20141224,160000.0,2,2.0,1040,4750,1.0,0,0,2,6,850,190,1950,0,47.5293,-122.272,1350,5000
655041.9606132031,20140708,542000.0,3,1.75,1070,8030,1.0,0,0,3,7,1070,0,1966,2014,47.67,-122.155,1540,7875
445647.8213606365,20140618,403500.0,5,2.5,3600,17300,1.0,0,0,4,8,2410,1190,1968,0,47.4468,-122.341,2620,30200
367708.9322852687,20150316,418000.0,4,2.5,2750,8471,2.0,0,0,3,7,2750,0,2003,0,47.3671,-122.029,2610,7482
305226.1515477301,20150326,406000.0,4,1.5,1920,6000,2.0,0,1,3,7,1920,0,1951,0,47.4029,-122.321,1920,6000
343997.9340612787,20150407,425000.0,4,2.5,2460,5440,2.0,0,0,3,9,2460,0,2003,0,47.448,-122.121,2460,5124
582265.9122866754,20140515,613000.0,4,2.0,1550,4815,1.5,0,0,3,7,1550,0,1909,0,47.667,-122.336,1680,4013
434883.3949127673,20141230,189000.0,3,2.0,1460,11481,1.0,0,0,2,7,1170,290,1995,0,47.4493,-121.777,1540,9680
453257.1486906921,20141030,700000.0,4,2.25,2440,9450,1.5,0,0,3,7,2440,0,1947,2014,47.7061,-122.307,1720,7503
582265.9122866754,20140902,750000.0,3,1.0,1640,6516,1.5,0,0,4,7,1440,200,1935,0,47.6693,-122.339,1770,4000
627594.016179868,20140707,494000.0,2,1.0,1290,4650,1.0,0,0,4,7,1290,0,1906,0,47.6877,-122.325,1640,3900
785766.9388616487,20140609,700000.0,4,3.0,3150,7778,2.0,0,0,3,9,3150,0,2000,0,47.5972,-122.018,2970,6500
669797.4083356387,20150403,705000.0,2,2.5,2305,5580,1.0,0,0,3,8,2305,0,2007,0,47.7203,-122.024,1440,5748
299479.1170364885,20150312,144975.0,2,1.0,900,7500,1.0,0,0,3,5,900,0,1940,0,47.4177,-122.319,1350,7500
612793.6173133849,20140728,970000.0,4,4.5,3890,5906,2.0,0,3,3,11,3060,830,2004,0,47.5426,-121.995,4170,6052
518179.2889106424,20140505,485000.0,4,3.0,2340,7048,1.0,0,0,4,8,1340,1000,1979,0,47.7306,-122.227,1440,8088
654603.6561079818,20141107,799950.0,3,3.0,2900,11769,2.0,0,0,3,10,2900,0,1997,0,47.6993,-122.118,2900,9611
669797.4083356387,20150429,783350.0,4,2.5,3290,35001,2.0,0,0,3,10,3290,0,1991,0,47.7231,-122.038,4090,40371
852673.9268245181,20141219,430000.0,1,1.0,630,1362,1.0,0,0,3,7,630,0,1943,0,47.6342,-122.342,1090,1376
1048529.0666557761,20141124,2544750.0,5,4.75,5410,13431,2.0,0,0,4,10,5050,360,1941,0,47.6306,-122.288,3750,11596
662738.3124233643,20140618,975000.0,4,2.5,4270,43386,1.0,0,0,3,10,2680,1590,1991,0,47.6915,-122.053,3630,36180
666126.5536861863,20140806,350000.0,2,1.0,1430,8157,1.5,0,0,3,7,1150,280,1944,0,47.7256,-122.361,1820,8157
499339.7011693177,20150219,895000.0,3,2.0,2160,105415,1.0,0,0,3,10,2160,0,1991,0,47.4806,-122.152,2760,9620
403345.1399193206,20141205,579000.0,2,2.0,1760,7200,1.0,0,0,5,7,880,880,1946,0,47.5658,-122.276,1760,7200
293289.6194161715,20140624,314900.0,4,1.75,2700,27072,1.0,0,0,3,7,1380,1320,1958,0,47.2877,-122.293,2460,34850
314130.7635387392,20150127,122000.0,2,1.0,860,6000,1.0,0,0,3,6,860,0,1945,0,47.2109,-121.985,1300,6000
412447.0433184964,20150203,369900.0,2,2.5,1770,1853,3.0,0,0,3,8,1770,0,2007,0,47.5472,-122.371,1770,1924
307501.0678454812,20140527,160000.0,2,1.0,1180,9350,1.0,0,0,3,6,1180,0,1918,0,47.4889,-122.259,1780,9306
367708.9322852687,20141009,449500.0,4,2.0,2430,199940,1.0,0,0,3,8,1310,1120,1961,0,47.4116,-122.029,2220,150282
1332756.2913911662,20140828,650000.0,3,1.0,1300,8266,1.0,0,0,4,7,1300,0,1953,0,47.6337,-122.199,1300,8707
669797.4083356387,20140716,542126.0,4,2.5,2360,43088,2.0,0,0,3,8,2360,0,1977,0,47.7661,-122.071,2850,39216
434823.3949985198,20140919,309950.0,3,1.5,1200,15606,1.0,0,0,3,7,1200,0,1985,0,47.4752,-121.755,1210,15606
287724.44041795074,20141205,115000.0,2,1.0,1000,16524,1.0,0,0,3,5,1000,0,1913,0,47.2841,-122.255,1350,10208
251456.7766704771,20141231,221700.0,2,1.5,1556,20000,1.0,0,0,4,7,1556,0,1957,0,47.3891,-122.282,2250,17286
571029.5251562481,20150127,726000.0,3,2.5,1890,3880,1.5,0,0,4,8,1460,430,1915,0,47.6642,-122.362,1010,3880
886526.829429153,20140826,756000.0,4,2.5,2730,10753,2.0,0,0,3,9,2730,0,1991,0,47.5414,-122.133,3090,10740
1092512.0127976008,20140527,1570000.0,4,3.75,3070,5850,2.0,0,0,5,9,2400,670,1927,0,47.633,-122.283,2940,5573
676364.4931522439,20140521,442000.0,4,2.25,2080,12007,1.0,0,0,4,8,1220,860,1979,0,47.6259,-122.051,2110,12459
304443.0082182085,20140702,260000.0,4,2.0,1620,7992,2.0,0,0,4,7,1620,0,1975,0,47.395,-122.176,1710,7500
413820.72541071346,20140930,330000.0,3,1.5,1430,8000,1.0,0,0,5,7,1430,0,1948,0,47.772,-122.322,1410,9820
240360.43284918432,20141103,189000.0,2,1.0,790,7128,1.0,0,0,3,6,790,0,1944,0,47.4873,-122.324,1110,7150
293539.66965808725,20141211,280000.0,3,1.0,1200,9322,1.5,0,0,4,7,1200,0,1954,0,47.3749,-122.225,1540,9677
423019.30327316886,20150325,368000.0,4,2.0,3160,11193,1.0,0,0,5,6,2410,750,1942,0,47.4937,-122.184,1020,5940
347845.57241357997,20140609,390000.0,4,1.75,2700,7875,1.5,0,0,4,8,2700,0,1968,0,47.454,-122.144,2220,7875
385907.80820247653,20140930,245000.0,2,1.0,820,7475,1.0,0,0,3,6,820,0,1945,0,47.7321,-122.341,1030,5720
381258.5762835626,20140806,375000.0,4,2.5,1800,8432,1.0,0,0,4,7,1200,600,1960,0,47.7463,-122.336,1780,8432
792005.9438432184,20150130,465000.0,5,1.5,1750,12491,1.0,0,0,3,6,1390,360,1961,0,47.6995,-122.174,1560,12473
388553.49155900674,20141003,475500.0,3,1.0,1500,9416,1.0,0,0,4,8,1500,0,1952,0,47.7135,-122.332,1440,7200
840383.8001748906,20140804,672324.0,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,1940,0,47.6709,-122.276,2310,6301
562221.8965948637,20141229,515000.0,3,2.0,1690,5100,1.5,0,0,5,7,1690,0,1907,0,47.6801,-122.38,1690,5100
655041.9606132031,20141105,732350.0,4,2.5,2270,7665,2.0,0,0,3,9,2270,0,1986,0,47.6612,-122.148,2450,8706
360232.0349922844,20140605,297500.0,4,2.5,1910,5000,2.0,0,0,3,7,1910,0,2005,0,47.3608,-122.036,2020,5000
437745.9523092522,20150505,414000.0,4,2.5,2120,6497,2.0,0,0,3,7,2120,0,2003,0,47.7241,-121.957,2230,6300
466264.93989348644,20140626,357250.0,3,1.5,1400,8840,1.0,0,0,4,6,1400,0,1952,0,47.7273,-122.309,1260,8840
385907.80820247653,20141030,289950.0,2,1.0,760,6000,1.0,0,0,4,6,760,0,1950,0,47.7168,-122.34,950,6000
364855.2745858778,20141015,279000.0,3,1.5,1280,16738,1.5,0,0,4,5,1280,0,1932,0,47.3895,-122.023,1590,16317
489583.8082694807,20140821,370000.0,3,2.25,1650,4859,2.0,0,0,3,7,1650,0,1988,0,47.7729,-122.172,1890,5018
1210705.151845095,20141020,1280600.0,4,2.5,3560,15450,1.0,0,1,5,8,2060,1500,1977,0,47.5657,-122.23,3680,17314
319472.67757481214,20150217,355000.0,2,1.5,1140,2500,1.0,0,1,3,7,630,510,1988,0,47.5707,-122.359,1500,5000
618480.3617696934,20140911,699000.0,4,2.5,2550,7312,2.0,0,0,3,9,2550,0,1988,0,47.6441,-122.113,2330,7480
385907.80820247653,20140902,412000.0,3,2.5,1553,1991,3.0,0,0,3,8,1553,0,2014,0,47.7049,-122.34,1509,2431
539336.9822729103,20150205,276000.0,2,1.0,1140,7200,1.0,0,0,3,6,1140,0,1923,1951,47.5265,-121.823,1110,7200
312792.7613355806,20140904,100000.0,2,1.0,790,6426,1.0,0,0,3,6,790,0,1944,0,47.4933,-122.245,1380,6946
861740.6319642722,20140701,955500.0,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1914,1993,47.6427,-122.363,1900,5080
343997.9340612787,20150329,199000.0,3,1.0,1390,21262,1.0,0,0,3,7,1390,0,1958,0,47.4454,-122.185,1560,10800
527005.450279231,20140625,762000.0,4,3.5,4000,15253,2.0,0,0,3,9,4000,0,2007,0,47.5433,-121.887,3550,8747
513532.94994591316,20140506,425000.0,4,2.0,1520,7983,1.0,0,0,5,7,1520,0,1967,0,47.7357,-122.193,1520,7783
386953.59781931347,20150420,419600.0,3,1.75,1680,8460,1.0,0,0,3,7,1180,500,1976,0,47.7554,-122.353,1890,9529
1052371.4989024291,20150422,1234570.0,2,2.5,2470,609,3.0,0,0,3,11,1910,560,2011,0,47.6182,-122.312,2440,1229
572984.7232962148,20140707,445000.0,2,2.0,1240,2500,2.0,0,0,3,7,1240,0,1985,0,47.6793,-122.395,1660,5000
434883.3949127673,20150106,665000.0,3,2.0,1740,41275,1.0,0,0,3,8,1740,0,1974,1989,47.4914,-121.763,2630,41275
683301.6441199706,20141208,508500.0,4,2.75,2520,12500,2.0,0,0,3,8,1720,800,1979,0,47.6225,-122.064,2520,13000
415493.3567396945,20141210,345950.0,5,1.0,1340,11198,1.5,0,0,3,8,1340,0,1934,0,47.736,-122.295,1390,8020
1194366.6606168754,20141204,1075000.0,4,2.5,3000,10920,1.0,0,0,4,8,1550,1450,1969,0,47.5347,-122.227,2380,10920
1092512.0127976008,20141110,640000.0,3,1.0,1210,3720,2.0,0,0,4,8,1210,0,1930,0,47.6317,-122.301,1560,6000
450344.50653058774,20141021,460000.0,4,2.75,2200,9676,1.0,0,0,3,8,1500,700,1979,0,47.7713,-122.259,2120,9585
417923.5563026169,20141120,805000.0,5,3.0,2350,6480,2.0,0,3,4,7,1650,700,1924,1962,47.558,-122.266,1840,7200
312970.38290991395,20141218,200000.0,3,1.5,1090,10454,1.0,0,0,3,6,1090,0,1963,0,47.3425,-122.082,1230,12196
496997.9761290952,20150217,749700.0,3,1.75,2280,77972,1.0,0,0,3,8,1460,820,1977,0,47.4804,-122.151,2460,14430
